,DEC,DISCOVERYNAME,DISCOVERYREFNAME,DISTARCSEC,GAIAGEST,GUNNG,GUNNGERR,GUNNI,GUNNIERR,GUNNR,GUNNRERR,GUNNY,GUNNYERR,GUNNZ,GUNNZERR,LIT_PARALLAX,LIT_PARALLAXREFNAME,LIT_PARALLAX_ERROR,MULTIPLEFLAGNAME,MULTIPLEFLAGREFNAME,PARALLAX,PARALLAX_ERROR,PHOT_BP_MEAN_FLUX,PHOT_BP_MEAN_FLUX_ERROR,PHOT_BP_MEAN_MAG,PHOT_BP_MEAN_MAG_ERROR,PHOT_G_MEAN_FLUX,PHOT_G_MEAN_FLUX_ERROR,PHOT_G_MEAN_MAG,PHOT_G_MEAN_MAG_ERROR,PHOT_RP_MEAN_FLUX,PHOT_RP_MEAN_FLUX_ERROR,PHOT_RP_MEAN_MAG,PHOT_RP_MEAN_MAG_ERROR,PMDEC,PMDEC_ERROR,PMRA,PMRA_ERROR,RA,SHORTNAME,SOURCE_ID,SPTNIRNAME,SPTNIRREFNAME,SPTOPTNAME,SPTOPTREFNAME,SPTPHONAME,SPTPHOREFNAME,TMASSH,TMASSHERR,TMASSJ,TMASSJERR,TMASSK,TMASSKERR,WISEW1,WISEW1ERR,WISEW2,WISEW2ERR,WISEW3,WISEW3ERR,source_id
475,12.558983364000001,ULAS J144030.22+123333.3 ,2016A&A...589A..49S,0.09,19.171,22.066,0.244,18.56,0.006,21.06,0.027999999999999997,16.23,0.005,17.117,0.006999999999999999,-99999.0,           -99999. ,-99999.0,       ...,                ...,23.54,0.73,31.6,7.2,21.601,0.247,456.7,2.0,19.039,0.005,857.2,12.0,17.429000000000002,0.015,-120.54,0.64,-138.67,0.69,220.12558100599998, J1440+1233 ,1178675026162099968,      ... ,               ... ,      ... ,               ... ,       L0 ,2016A&A...589A..49S,13.603,0.031,14.415,0.031,13.186,0.037000000000000005,12.863,0.023,12.642999999999999,0.024,12.220999999999998,-99999.0,651.0
476,-13.057666225,  2MASS 14403186-1303263 ,2010ApJS..190..100K,0.16,20.332,-99999.0,-99999.0,19.782,0.038,-99999.0,-99999.0,17.305,0.006,18.298,0.017,-99999.0,               ... ,-99999.0,       ...,                ...,19.41,1.25,28.9,10.1,21.698,0.377,148.0,1.2,20.262999999999998,0.009000000000000001,289.9,15.0,18.605999999999998,0.055999999999999994,-81.55,1.25,-390.24,1.43,220.13112949799998, J1440-1303 ,6323304363616153344,L1 p(blue),2010ApJS..190..100K,       L1 ,2010ApJS..190..100K,      ... ,               ... ,14.719000000000001,0.08199999999999999,15.379000000000001,0.05,14.251,0.065,13.940999999999999,0.026000000000000002,13.738,0.036000000000000004,12.634,0.428,295.0
478,66.055575276,              G 239-25 B ,2004AJ....128.1733G,0.25,16.284000000000002,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,93.17,2007A&A...474..653V,1.3,      VB; ,2004A&A...427L...1F,91.71,0.24,-99999.0,-99999.0,-99999.0,-99999.0,14270.1,296.6,15.302,0.023,-99999.0,-99999.0,-99999.0,-99999.0,25.18,0.5,-337.59,0.37,220.58830202099998, J1442+6603 ,1669449084967072000,      L0: ,2004A&A...427L...1F,      ... ,               ... ,      ... ,               ... ,10.86,0.03,11.44,0.03,10.3,0.07,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,1453.0
480,10.532563114,  2MASSW J1448256+103159 ,2003IAUS..211..197W,0.27,19.476,-99999.0,-99999.0,19.612000000000002,0.011000000000000001,21.656,0.045,16.802,0.008,17.840999999999998,0.006999999999999999,-99999.0,               ... ,-99999.0,       ...,                ...,71.25,0.72,-99999.0,-99999.0,-99999.0,-99999.0,219.5,1.5,19.835,0.006999999999999999,-99999.0,-99999.0,-99999.0,-99999.0,-115.5,1.04,223.13,1.07,222.107808417, J1448+1031 ,1175003649462887040,     L3.5 ,2003IAUS..211..197W,      L4: ,2008AJ....136.1290R,     L6.5 ,2016A&A...589A..49S,13.433,0.033,14.556,0.034,12.683,0.031,11.905999999999999,0.023,11.501,0.021,10.827,0.08800000000000001,4.0
491,25.424567002,  2MASS 15031961+2525196 ,2000ApJ...531L..57B,0.17,21.093000000000004,-99999.0,-99999.0,21.688000000000002,0.084,-99999.0,-99999.0,16.458,0.009000000000000001,18.195,0.015,157.2,2012ApJS..201...19D,2.2,       ...,                ...,154.92,1.1,58.2,13.6,20.94,0.255,141.4,1.0,20.312,0.008,406.5,12.7,18.239,0.034,559.22,1.99,87.72,2.24,225.83212885, J1503+2525 ,1267906854386665088,       T5 ,2006ApJ...639.1095B,       T6 ,2003AJ....126.2487B,      ... ,               ... ,13.856,0.031,13.937000000000001,0.024,13.963,0.059000000000000004,13.436,0.024,11.72,0.021,10.709000000000001,0.071,742.0
497,34.063866212,  2MASS 15124058+3403501 ,2010AJ....139.1808S,0.13,19.738,-99999.0,-99999.0,19.352999999999998,0.006,21.503,0.08,17.125,0.009000000000000001,18.012999999999998,0.006999999999999999,-99999.0,               ... ,-99999.0,       ...,                ...,33.14,0.52,41.7,7.1,21.3,0.185,205.9,1.1,19.904,0.006,387.8,5.6,18.29,0.016,-12.36,0.76,234.88,0.67,228.17047623599998, J1512+3403 ,1290498996544435200,     L0.5 ,2014ApJ...794..143B,       L3 ,2010AJ....139.1808S,      ... ,               ... ,14.046,0.038,15.04,0.038,13.413,0.037000000000000005,12.967,0.023,12.73,0.023,12.276,0.228,588.0
505,20.726353417000002,  2MASSI J1526140+204341 ,2000AJ....120..447K,0.3,20.916,-99999.0,-99999.0,20.645,0.032,-99999.0,-99999.0,17.595,0.037000000000000005,18.678,0.027000000000000003,48.5,2012ApJ...752...56F,8.7,       ...,                ...,50.0,1.48,18.4,4.6,22.191,0.27399999999999997,98.7,1.1,20.701999999999998,0.012,224.3,16.2,18.885,0.079,-359.16,2.04,-220.78,2.34,231.557354132, J1526+2043 ,1213916950812872192,      ... ,               ... ,       L7 ,2000AJ....120..447K,      ... ,               ... ,14.497,0.044000000000000004,15.585999999999999,0.055,13.922,0.052000000000000005,13.168,0.025,12.819,0.026000000000000002,12.300999999999998,0.256,353.0
512,-5.344762146,DENIS-P J153941.96-052042,2004A&A...416L..17K,0.33,18.985,-99999.0,-99999.0,18.762999999999998,0.013999999999999999,21.055999999999997,0.059000000000000004,15.98,0.008,17.052,0.004,60.08,2016AJ....152...24W,1.25,       ...,                ...,58.82,0.42,98.2,39.1,20.371,0.433,469.1,1.6,19.01,0.004,948.8,14.3,17.319000000000003,0.016,104.57,0.73,590.2,0.75,234.927234581, J1539-0520 ,4400638923299410048,       L2 ,2004A&A...416L..17K,      L4: ,2008ApJ...689.1295K,      ... ,               ... ,13.06,0.026000000000000002,13.922,0.028999999999999998,12.575,0.028999999999999998,12.013,0.023,11.75,0.023,11.675999999999998,0.275,364.0
517,-24.39767437,  2MASS 15474719-2423493 ,2008AJ....136.1290R,0.2,18.82,-99999.0,-99999.0,18.304000000000002,0.004,21.053,0.055999999999999994,15.850999999999999,0.004,16.814,0.015,30.05,2016ApJ...833...96L,1.08,      MG; ,2015ApJS..219...33G,29.2,0.4,43.6,5.9,21.253,0.147,599.5,1.6,18.744,0.003,1138.4,16.2,17.121,0.015,-132.71,0.46,-141.12,0.73,236.94595527299998, J1547-2423 ,6236753694496012544,  L0Int-G ,2013ApJ...772...79A,     M9 p ,2008AJ....136.1290R,      ... ,               ... ,13.270999999999999,0.034,13.97,0.028999999999999998,12.742,0.025,12.409,0.081,12.064,0.025,11.654000000000002,-99999.0,83.0
520,14.920918545,  2MASS 15500845+1455180 ,2007AJ....133..439C,0.1,19.77,-99999.0,-99999.0,19.526,0.016,21.784000000000002,0.073,17.07,0.009000000000000001,18.094,0.018000000000000002,-99999.0,               ... ,-99999.0,      UR; ,2009AJ....138.1563B,30.12,0.92,36.9,12.1,21.434,0.355,158.0,1.0,20.192,0.006999999999999999,447.8,11.4,18.134,0.027999999999999997,-144.22,1.74,100.88,2.46,237.53568856299998, J1550+1455 ,1192782138303692672,      ... ,               ... ,      L2: ,2007AJ....133..439C,      ... ,               ... ,13.795,0.04,14.776,0.042,13.261,0.035,12.655999999999999,0.025,12.343,0.024,12.142000000000001,0.366,531.0
524,29.813203832,  2MASS 15525906+2948485 ,2003IAUS..211..197W,0.12,18.346,22.497,0.187,18.115,0.006,20.397000000000002,0.022000000000000002,15.573,0.004,16.605999999999998,0.005,47.75,2016ApJ...833...96L,0.99,       ...,                ...,49.0,0.2,46.0,5.5,21.194000000000003,0.13,740.3,1.4,18.515,0.002,1416.6,9.8,16.884,0.006999999999999999,-67.26,0.37,-160.26,0.3,238.245297118, J1552+2948 ,1320853355787534848,   L0Vl-G ,2013ApJ...772...79A,   L0Vl-G ,2009AJ....137.3345C,      ... ,               ... ,12.606,0.026000000000000002,13.478,0.026000000000000002,12.022,0.027999999999999997,11.552,0.023,11.202,0.021,10.620999999999999,0.053,80.0
533,35.980935497,  2MASSW J1615441+355900 ,2000AJ....120..447K,0.33,19.578,-99999.0,-99999.0,19.229,0.009000000000000001,21.535,0.046,16.695999999999998,0.015,17.708,0.005,-99999.0,               ... ,-99999.0,       ...,                ...,50.06,0.37,51.5,13.3,21.072,0.28,262.9,0.9,19.639,0.004,528.8,9.9,17.954,0.02,-528.68,0.77,-29.84,0.63,243.933820223, J1615+3559 ,1329942262499164544,     L3.5 ,2014ApJ...794..143B,       L3 ,2000AJ....120..447K,      ... ,               ... ,13.515,0.028999999999999998,14.539000000000001,0.033,12.935,0.028999999999999998,12.345,0.023,12.033,0.021,11.434000000000001,0.132,479.0
536,-4.2755462589999995,              GJ 618.1 B ,2001AJ....122.1989W,0.05,20.018,-99999.0,-99999.0,19.653,0.02,21.49,0.071,17.38,0.008,18.279,0.012,29.92,2007A&A...474..653V,2.69,      VB; ,2001AJ....122.1989W,30.85,1.42,49.9,16.9,21.105,0.36700000000000005,159.2,1.2,20.183,0.008,295.5,19.9,18.586,0.073,-18.72,1.39,-414.36,3.04,245.10722088900002, J1620-0416 ,4356709207522366464,     L2.5 ,2014ApJ...794..143B,     L2.5 ,2001AJ....122.1989W,      ... ,               ... ,14.347999999999999,0.04,15.283,0.049,13.597999999999999,0.038,12.84,0.026000000000000002,12.597000000000001,0.026000000000000002,11.91,-99999.0,1467.0
544,9.6454341,  2MASS 16304139+0938446 ,2008AJ....136.1290R,0.05,19.634,-99999.0,-99999.0,19.507,0.011000000000000001,21.865,0.045,16.97,0.006999999999999999,18.005,0.009000000000000001,-99999.0,               ... ,-99999.0,       ...,                ...,26.52,0.61,31.6,3.5,21.601999999999997,0.121,195.9,0.7,19.958,0.004,399.3,5.1,18.259,0.013999999999999999,-72.75,0.61,-71.68,0.92,247.67216362099998, J1630+0938 ,4446555181711083904,    L0.5: ,2014ApJ...794..143B,     L0:: ,2008AJ....136.1290R,      ... ,               ... ,13.937000000000001,0.036000000000000004,14.870999999999999,0.03,13.304,0.042,12.88,0.024,12.512,0.026000000000000002,11.782,0.284,228.0
551,-13.334664009,  2MASSW J1645221-131951 ,2002ApJ...575..484G,0.2,17.494,21.423000000000002,0.054000000000000006,16.815,0.004,19.168,0.023,14.375,0.002,15.34,0.002,89.3,2016AJ....152...24W,0.41,       ...,                ...,88.82,0.14,85.2,6.6,20.525,0.084,2422.3,2.1,17.227999999999998,0.001,4549.7,25.4,15.617,0.006,-808.25,0.15,-362.12,0.26,251.340447582, J1645-1319 ,4327580052130121728,      ... ,               ... ,     L1.5 ,2002ApJ...575..484G,      ... ,               ... ,11.685,0.025,12.450999999999999,0.027999999999999997,11.145,0.026000000000000002,10.800999999999998,0.023,10.535,0.021,9.902999999999999,0.063,1471.0
552,30.068333387,  2MASS 16452207+3004071 ,2007AJ....133..439C,0.06,20.177,23.419,-99999.0,19.735,0.006999999999999999,21.866,0.14300000000000002,17.33,0.01,18.323,0.009000000000000001,-99999.0,               ... ,-99999.0,       ...,                ...,36.88,0.79,43.3,11.0,21.259,0.275,146.0,1.0,20.277,0.008,294.1,8.5,18.590999999999998,0.031,-68.3,1.34,-72.88,1.45,251.34158506, J1645+3004 ,1311454726097258368,     L2.5 ,2014ApJ...794..143B,       L3 ,2007AJ....133..439C,       L4 ,2016A&A...589A..49S,14.213,0.039,15.19,0.038,13.587,0.038,13.046,0.024,12.722999999999999,0.024,12.584000000000001,0.42100000000000004,681.0
554,62.526767525,  2MASS 16532970+6231364 ,2002AJ....123.3409H,0.09,20.031,20.364,-99999.0,19.496,0.015,21.719,0.12300000000000001,17.102,0.006,18.064,0.01,-99999.0,               ... ,-99999.0,       ...,                ...,26.62,0.64,36.1,7.6,21.459,0.228,185.1,1.3,20.02,0.008,377.0,12.8,18.320999999999998,0.037000000000000005,-6.19,1.32,43.84,1.15,253.3741025, J1653+6231 ,1630800834638974976,      ... ,               ... ,       L3 ,2002AJ....123.3409H,      ... ,               ... ,14.442,-99999.0,15.089,0.05,14.069,-99999.0,13.419,0.024,13.147,0.025,12.683,0.27399999999999997,311.0
556,10.90612527,  2MASS 16573454+1054233 ,2008AJ....136.1290R,0.05,19.063,-99999.0,-99999.0,18.644000000000002,0.006999999999999999,20.979,0.023,16.179000000000002,0.006,17.155,0.004,-99999.0,               ... ,-99999.0,       ...,                ...,41.91,0.34,25.6,6.5,21.831999999999997,0.27699999999999997,427.4,1.1,19.111,0.003,868.3,9.6,17.415,0.012,-91.18,0.49,-96.18,0.51,254.39355337400002, J1657+1054 ,4447496977846072960,     L1.5 ,2014ApJ...794..143B,       L2 ,2008AJ....136.1290R,      ... ,               ... ,13.335,0.035,14.15,0.036000000000000004,12.800999999999998,0.03,12.364,0.025,12.039000000000001,0.021,11.219000000000001,0.14300000000000002,242.0
557,70.449115295,  2MASSW J1658037+702701 ,2000AJ....120.1085G,0.08,18.205,-99999.0,-99999.0,-99999.0,-99999.0,20.012999999999998,0.078,-99999.0,-99999.0,-99999.0,-99999.0,53.9,2002AJ....124.1170D,0.7,       ...,                ...,54.12,0.21,63.5,9.8,20.845,0.16699999999999998,1073.0,1.8,18.112000000000002,0.002,2035.2,19.7,16.49,0.01,-315.38,0.37,-139.54,0.31,254.514045505, J1658+7027 ,1649407285800074240,      ... ,               ... ,       L1 ,2000AJ....120.1085G,      ... ,               ... ,12.47,0.032,13.288,0.024,11.915,0.023,11.616,0.023,11.397,0.021,10.844000000000001,0.057999999999999996,631.0
559,18.333758951,  2MASS 16585033+1819597 ,2008AJ....135..785W,0.16,20.491,24.41,0.62,19.908,0.016,22.055999999999997,0.066,17.468,0.019,18.392,0.013000000000000001,-99999.0,               ... ,-99999.0,       ...,                ...,17.93,0.99,33.9,5.4,21.525,0.17300000000000001,132.8,1.0,20.38,0.008,254.5,12.3,18.748,0.053,94.06,1.9,-160.98,1.71,254.70886873, J1658+1819 ,4560272721573559680,       L1 ,2014ApJ...794..143B,       L0 ,2008AJ....135..785W,      ... ,               ... ,14.909,0.07,15.484000000000002,0.057,14.572000000000001,0.095,14.1,0.026000000000000002,13.802999999999999,0.032,12.235,0.33299999999999996,1.0
562,-5.280056941000001,DENIS-P J170548.38-051645,2004A&A...416L..17K,0.18,18.593,-99999.0,-99999.0,17.771,0.006999999999999999,20.175,0.024,15.289000000000001,0.005,16.28,0.002,53.53,2016ApJ...833...96L,1.03,      UR; ,2006AJ....132..891R,52.67,0.35,52.7,7.3,21.048000000000002,0.151,1008.2,2.0,18.18,0.002,1928.9,16.1,16.549,0.009000000000000001,-120.24,0.36,116.74,0.56,256.451966377, J1705-0516 ,4364462551205872000,       L4 ,2004A&A...416L..17K,      ... ,               ... ,      ... ,               ... ,12.552,0.024,13.309000000000001,0.03,12.032,0.021,11.681,0.023,11.423,0.024,11.044,0.213,246.0
563,-5.973594751,  2MASS 17072343-0558249 ,2006AJ....132.2074M,0.3,17.267,21.035999999999998,0.059000000000000004,16.507,0.006,18.839000000000002,0.006,14.027999999999999,0.006,15.009,0.006999999999999999,-99999.0,               ... ,-99999.0,    UR;MG;,2006AJ....132.2074M,85.01,0.44,93.9,12.3,20.42,0.142,3151.0,7.4,16.942,0.003,6461.3,164.9,15.235999999999999,0.027999999999999997,17.86,0.38,87.37,0.65,256.848005185, J1707-0558 ,4364185165038935040,       L3 ,2006AJ....132.2074M,      ... ,               ... ,      ... ,               ... ,11.26,0.027000000000000003,12.052,0.023,10.710999999999999,0.024,10.236,0.023,9.955,0.02,9.399,0.045,111.0
565,43.02493629399999,  2MASSI J1707333+430130 ,2003AJ....126.2421C,0.1,18.619,22.089000000000002,0.079,18.237000000000002,0.004,20.401,0.023,15.892999999999999,0.002,16.832,0.002,36.11,2016ApJ...833...96L,1.02,       ...,                ...,38.41,0.21,49.6,8.3,21.113000000000003,0.182,613.3,1.8,18.719,0.003,1173.5,14.7,17.088,0.013999999999999999,-31.43,0.43,-211.91,0.4,256.887659551, J1707+4301 ,1355138567881915392,     M8.5 ,2014ApJ...794..143B,     L0.5 ,2003AJ....126.2421C,      ... ,               ... ,13.183,0.027000000000000003,13.974,0.026000000000000002,12.624,0.03,12.279000000000002,0.023,12.007,0.022000000000000002,11.614,0.184,347.0
567,23.442363046,  2MASS 17111353+2326333 ,2007AJ....133..439C,0.05,19.543,24.56,0.42,19.135,0.013000000000000001,21.4,0.042,16.587,0.006999999999999999,17.615,0.006999999999999999,30.57,2016ApJ...833...96L,1.67,       ...,                ...,31.13,0.41,32.5,6.0,21.573,0.2,284.9,0.9,19.552,0.004,563.5,7.6,17.885,0.015,-47.36,0.55,-65.17,0.52,257.806033227, J1711+2326 ,4568719543555702272,   L1Vl-G ,2013ApJ...772...79A,      L0: ,2007AJ....133..439C,      ... ,               ... ,13.668,0.031,14.499,0.026000000000000002,13.056,0.027000000000000003,12.597999999999999,0.024,12.24,0.023,11.717,0.187,420.0
568,40.483079805,              G 203-50 B ,2008ApJ...689..471R,5.5,20.410999999999998,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,               ... ,-99999.0,      VB; ,2008ApJ...689..471R,47.44,0.65,63.3,15.9,20.848000000000003,0.272,152.2,1.2,20.232,0.009000000000000001,352.5,13.3,18.394000000000002,0.040999999999999995,79.57,1.25,251.25,1.31,257.941518749, J1711+4028 ,1341903196662424320,L5p(blue) ,2008ApJ...689..471R,      ... ,               ... ,      ... ,               ... ,14.304,0.073,15.004000000000001,0.055999999999999994,13.799000000000001,0.047,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,181.0
572,63.49608859,  2MASS 17224432+6329470 ,2002AJ....123.3409H,0.21,20.042,22.079,0.81,19.663,0.012,22.078000000000003,0.16899999999999998,17.201,0.009000000000000001,18.156,0.006999999999999999,-99999.0,               ... ,-99999.0,       ...,                ...,16.69,0.51,39.0,10.6,21.373,0.294,166.1,1.0,20.137,0.006999999999999999,338.4,11.5,18.438,0.037000000000000005,-56.4,1.13,38.89,1.13,260.685048928, J1722+6329 ,1440404522089977216,     L0.5 ,2014ApJ...794..143B,       L0 ,2002AJ....123.3409H,      ... ,               ... ,14.550999999999998,0.054000000000000006,15.367,0.051,14.075999999999999,0.07200000000000001,13.594000000000001,0.024,13.249,0.024,12.831,0.191,532.0
575,8.665708384,  2MASS 17281134+0839590 ,2008AJ....136.1290R,0.13,18.432000000000002,21.750999999999998,0.174,17.654,0.005,-99999.0,-99999.0,15.41,0.004,16.215,0.004,-99999.0,               ... ,-99999.0,       ...,                ...,28.56,0.41,38.8,5.8,21.38,0.162,987.1,3.0,18.202,0.003,1938.5,23.9,16.543,0.013000000000000001,-163.0,0.94,30.62,0.84,262.047399488, J1728+0839 ,4490357663379552256,       L0 ,2014ApJ...794..143B,     M9 p ,2008AJ....136.1290R,      ... ,               ... ,12.974,0.025,13.634,0.028999999999999998,12.504000000000001,0.03,12.187999999999999,0.023,11.918,0.023,11.328,0.174,8.0
576,27.35536531,  2MASS 17312974+2721233 ,2008AJ....136.1290R,0.29,17.005,20.688000000000002,0.023,16.375999999999998,0.005,18.744,0.022000000000000002,13.968,0.002,14.934000000000001,0.002,-99999.0,               ... ,-99999.0,       ...,                ...,83.74,0.12,157.2,9.9,19.86,0.069,3580.1,4.2,16.804000000000002,0.001,6645.4,36.2,15.206,0.006,-252.87,0.2,-90.21,0.17,262.873489665, J1731+2721 ,4595127343251508992,      ... ,               ... ,       L0 ,2008AJ....136.1290R,      ... ,               ... ,11.390999999999998,0.03,12.094000000000001,0.027000000000000003,10.914000000000001,0.021,10.610999999999999,0.023,10.34,0.02,9.875,0.043,10.0
584,-16.68208796, DENIS-P J1745346-164053 ,2008MNRAS.383..831P,0.09,18.749000000000002,-99999.0,-99999.0,18.125999999999998,0.024,20.495,0.128,15.582,0.005,16.533,0.009000000000000001,50.871,2014A&A...565A..20S,0.096,       ...,                ...,51.03,0.3,108.0,29.0,20.268,0.292,801.5,1.7,18.429000000000002,0.002,1596.4,36.3,16.754,0.025,-100.33,0.41,106.92,0.49,266.394925655, J1745-1640 ,4123874907297370240,     L1.5 ,2014ApJ...794..143B,    L1.5: ,2008MNRAS.383..831P,      ... ,               ... ,12.879000000000001,0.021,13.645999999999999,0.028999999999999998,12.402000000000001,0.023,12.107999999999999,0.025,11.865,0.027000000000000003,12.286,0.46,106.0
585,50.567698451999995,  2MASS 17461199+5034036 ,2008AJ....136.1290R,0.2,20.34,-99999.0,-99999.0,20.079,0.015,21.843000000000004,0.068,17.17,0.006999999999999999,18.21,0.018000000000000002,-99999.0,               ... ,-99999.0,       ...,                ...,48.28,0.55,34.7,6.5,21.500999999999998,0.205,147.0,1.0,20.27,0.006999999999999999,327.1,11.2,18.475,0.037000000000000005,19.63,1.19,290.86,1.12,266.55184473, J1746+5034 ,1367315968397315584,     L5.5 ,2014ApJ...794..143B,       L5 ,2008AJ....136.1290R,      ... ,               ... ,14.047,0.055,15.095999999999998,0.057999999999999996,13.529000000000002,0.044000000000000004,12.876,0.023,12.561,0.022000000000000002,12.132,0.22,245.0
586,-0.269982034,  2MASS 17502484-0016151 ,2007A&A...466.1059K,0.2,18.599,-99999.0,-99999.0,18.215,0.006,20.2,0.017,15.356,0.006,16.340999999999998,0.006999999999999999,108.78,2016AJ....152...24W,0.83,       ...,                ...,108.27,0.26,-99999.0,-99999.0,-99999.0,-99999.0,907.2,3.3,18.294,0.004,-99999.0,-99999.0,-99999.0,-99999.0,197.92,0.4,-397.15,0.46,267.601667205, J1750-0016 ,4371611781971072768,     L5.5 ,2007A&A...466.1059K,      ... ,               ... ,      ... ,               ... ,12.411,0.022000000000000002,13.294,0.023,11.849,0.021,11.182,0.023,10.905999999999999,0.019,10.287,0.069,1478.0
587,-66.000270056,  2MASS 17534518-6559559 ,2008AJ....136.1290R,0.08,19.141,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,58.0,2013AJ....146..161M,4.9,       ...,                ...,63.82,0.32,43.3,5.4,21.26,0.136,344.8,0.9,19.344,0.003,660.7,6.8,17.712,0.011000000000000001,-341.97,0.46,-52.88,0.34,268.437718213, J1753-6559 ,5908794218026022144,      L4: ,2013AJ....146..161M,     L4:: ,2008AJ....136.1290R,      ... ,               ... ,13.107999999999999,0.027000000000000003,14.095,0.027999999999999997,12.424000000000001,0.028999999999999998,11.849,0.024,11.532,0.022000000000000002,11.032,0.099,381.0
590,-15.991265838,  2MASS 18000116-1559235 ,2012MNRAS.427.3280F,0.15,18.748,-99999.0,-99999.0,18.316,0.027999999999999997,-99999.0,-99999.0,15.640999999999998,0.004,16.724,0.009000000000000001,-99999.0,               ... ,-99999.0,       ...,                ...,80.9,0.34,129.0,16.8,20.074,0.141,674.4,2.0,18.616,0.003,1536.8,37.8,16.795,0.027000000000000003,-296.09,0.49,-7.45,0.58,270.004829604, J1800-1559 ,4145132555890838784,     L4.5 ,2014ApJ...794..143B,     L5.5 ,2012MNRAS.427.3280F,      ... ,               ... ,12.520999999999999,0.03,13.431,0.024,11.981,0.03,11.341,0.027000000000000003,11.144,0.026000000000000002,11.088,0.20600000000000002,1671.0
592,50.258197767,  2MASSI J1807159+501531 ,2003AJ....126.2421C,0.14,17.977999999999998,21.955,0.061,17.375,0.003,19.748,0.013000000000000001,14.936,0.006,15.925,0.005,77.25,2014PASP..126...15W,1.48,       ...,                ...,68.33,0.13,58.6,7.4,20.930999999999997,0.13699999999999998,1420.5,2.2,17.807000000000002,0.002,2676.0,15.1,16.192999999999998,0.006,-136.91,0.27,24.49,0.25,271.81657202400004, J1807+5015 ,2123161836615550848,       L1 ,2003IAUS..211..197W,     L1.5 ,2003AJ....126.2421C,      ... ,               ... ,12.127,0.031,12.934000000000001,0.024,11.602,0.025,11.245999999999999,0.023,10.970999999999998,0.021,10.505,0.055999999999999994,788.0
593,14.23250762,  2MASS 18212815+1414010 ,2008ApJ...685.1183L,0.15,18.562,-99999.0,-99999.0,18.448,0.009000000000000001,20.646,0.061,15.669,0.006,16.701,0.005,106.65,2016MNRAS.455..357S,0.2,       ...,                ...,106.87,0.25,39.7,6.9,21.353,0.188,633.7,1.4,18.684,0.002,1262.0,11.4,17.009,0.01,-246.41,0.55,227.32,0.54,275.368333941, J1821+1414 ,4485574134969389312,L5 p(red) ,2010ApJS..190..100K,     L4.5 ,2008ApJ...685.1183L,      ... ,               ... ,12.395999999999999,0.019,13.431,0.024,11.65,0.021,10.853,0.023,10.475,0.02,9.927999999999999,0.052000000000000005,333.0
596,40.675141296,                 V492Lyr ,1976LHS...C......0L,0.26,15.842,18.867,0.0,14.84,0.002,17.467,0.012,12.905,0.01,13.587,0.005,-99999.0,           -99999. ,-99999.0,       ...,                ...,69.46,0.09,541.9,10.4,18.517,0.021,12673.1,10.7,15.431,0.001,21855.2,93.4,13.913,0.005,591.59,0.16,-120.47,0.15,280.84150581, J1843+4060 ,2098514324976071424,      ... ,               ... ,     M8.0 ,2007AJ....133.2258S,   -99999.,           -99999. ,10.687999999999999,0.021,11.312999999999999,0.022000000000000002,10.308,0.018000000000000002,10.08,0.022000000000000002,9.874,0.019,9.62,0.032,452.0
603,66.17255519300001,             2MUCD 20812 ,2008AJ....136.1290R,0.05,19.426,-99999.0,-99999.0,19.101,0.012,21.445,0.063,16.552,0.006999999999999999,17.552,0.006999999999999999,-99999.0,               ... ,-99999.0,       ...,                ...,26.32,0.53,50.3,8.6,21.098000000000003,0.18600000000000003,276.6,0.9,19.584,0.003,600.3,6.3,17.816,0.011000000000000001,115.58,1.08,91.95,1.26,290.628576916, J1922+6610 ,2254827014009911296,      ... ,               ... ,       L1 ,2008AJ....136.1290R,      ... ,               ... ,13.686,0.027000000000000003,14.571,0.032,13.162,0.039,12.682,0.023,12.368,0.022000000000000002,11.892000000000001,0.146,324.0
606,-43.941630663999995,  2MASS 19285196-4356256 ,2008AJ....136.1290R,0.28,20.136,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,               ... ,-99999.0,       ...,                ...,34.56,1.06,21.0,8.4,22.044,0.436,120.7,1.0,20.484,0.009000000000000001,253.7,9.8,18.750999999999998,0.042,-282.26,1.34,46.99,2.12,292.21689007099997, J1928-4356 ,6664912936922642048,     L4 p ,2013AJ....146..161M,       L4 ,2008AJ....136.1290R,      ... ,               ... ,14.127,0.044000000000000004,15.199000000000002,0.044000000000000004,13.457,0.037000000000000005,12.834000000000001,0.023,12.540999999999999,0.025,11.847000000000001,0.312,322.0
